X,Y,OBJECTID,LATITUDE,LONGITUDE,Count_,Name,HAB_ID,Location,SAMPLE_DATE,SAMPLE_DEPTH,PROOF_DATE
-82.832296514216225,27.977694782666653,23423,27.9777,-82.8323,0,Karenia brevis,HABW161115-017,Clearwater Beach Pier 60,2016-11-14T00:00:00.000Z,0.5,2017-06-29T00:00:00.000Z
-81.263096911745933,29.668214336719075,23424,29.66822,-81.2631,0,Karenia brevis,HABW161115-028,Faver-Dykes (Pellicer Creek),2016-11-14T00:00:00.000Z,0.3,2017-06-29T00:00:00.000Z
-81.244696913817435,29.742694319577577,23425,29.7427,-81.2447,0,Karenia brevis,HABW161115-029,Fort Matanzas (Matanzas Bay),2016-11-14T00:00:00.000Z,0.3,2017-06-29T00:00:00.000Z
-81.307696890281775,29.869394291203221,23426,29.8694,-81.3077,0,Karenia brevis,HABW161115-030,San Sebastian (Matanzas River),2016-11-14T00:00:00.000Z,0.3,2017-06-29T00:00:00.000Z
-81.366896866431844,30.051594249688218,23427,30.0516,-81.3669,0,Karenia brevis,HABW161115-031,"Pine Island; S of (Tolomato River)",2016-11-14T00:00:00.000Z,0.3,2017-06-29T00:00:00.000Z
-82.484727619278942,27.820099812285179,23428,27.820105,-82.484731,333,Karenia brevis,HABW161115-034,"MacDill AFB Marina; S of (Middle Tampa Bay)",2016-11-14T00:00:00.000Z,0.5,2017-06-28T00:00:00.000Z
-81.452896998410338,24.88869551674226,23429,24.8887,-81.4529,0,Karenia brevis,HABW161116-005,"Harbor Key; 4.2 mi NW of",2016-11-14T00:00:00.000Z,0.2,2017-04-24T00:00:00.000Z
-81.439197002218009,24.912795510256448,23430,24.9128,-81.4392,1000,Karenia brevis,HABW161116-006,"Harbor Key; 5.8 mi N of",2016-11-14T00:00:00.000Z,0.2,2017-04-24T00:00:00.000Z
-81.407597011282604,24.931695505454041,23431,24.9317,-81.4076,0,Karenia brevis,HABW161116-007,"Big Spanish Key; 8 mi N of",2016-11-14T00:00:00.000Z,0.2,2017-04-24T00:00:00.000Z
-81.372897021438305,24.943595501701449,23432,24.9436,-81.3729,0,Karenia brevis,HABW161116-008,"Big Spanish Key; 9 mi N of",2016-11-14T00:00:00.000Z,0.2,2017-04-24T00:00:00.000Z
-81.227856920329842,29.70491132828047,23433,29.704917,-81.22786,0,Karenia brevis,HABW161116-037,Fort Matanzas Bridge (Matanzas Inlet),2016-11-14T00:00:00.000Z,0.5,2017-06-19T00:00:00.000Z
-81.235076917423541,29.714522325993727,23434,29.714528,-81.23508,0,Karenia brevis,HABW161116-038,Fort Matanzas National Monument Dock (Matanzas Inlet),2016-11-14T00:00:00.000Z,0.5,2017-06-19T00:00:00.000Z
-80.582997164069269,28.068164704344142,23435,28.06817,-80.583,0,Karenia brevis,HABW161117-001,"Ryckman Park Pier; W of (Indian River)",2016-11-14T00:00:00.000Z,0.5,2017-06-19T00:00:00.000Z
-80.108867361427471,26.058001192228783,23436,26.058006,-80.10887,0,Karenia brevis,HABW161117-011,Dania Beach Fishing Pier,2016-11-14T00:00:00.000Z,0.5,2017-06-19T00:00:00.000Z
-80.09234736221714,26.189184159079073,23437,26.189189,-80.09235,0,Karenia brevis,HABW161117-012,Anglins Fishing Pier,2016-11-14T00:00:00.000Z,0.5,2017-06-19T00:00:00.000Z
-80.072647365528582,26.316479126820138,23438,26.316484,-80.07265,0,Karenia brevis,HABW161117-013,Deerfield Beach Fishing Pier,2016-11-14T00:00:00.000Z,0.5,2017-06-19T00:00:00.000Z
-80.033797368379098,26.612687051231205,23439,26.612692,-80.0338,0,Karenia brevis,HABW161117-014,Lake Worth Pier,2016-11-14T00:00:00.000Z,0.5,2017-06-19T00:00:00.000Z
-82.632016590717441,27.373164924513109,23440,27.37317,-82.63202,1980000,Karenia brevis,HABW161117-026,Longboat Key Beach,2016-11-14T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.562436612900413,27.32681493332095,23441,27.32682,-82.56244,796000,Karenia brevis,HABW161117-027,Ringling Causeway,2016-11-14T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.581706606723728,27.315604936267238,23442,27.31561,-82.58171,114000,Karenia brevis,HABW161117-028,North Lido Beach,2016-11-14T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.577176608460107,27.310994938009127,23443,27.311,-82.57718,506000,Karenia brevis,HABW161117-029,Lido Beach Casino,2016-11-14T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.567386611288597,27.298174940519573,23444,27.29818,-82.56739,228000,Karenia brevis,HABW161117-030,South Lido Park,2016-11-14T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.553096616889007,27.26517494754847,23445,27.26518,-82.5531,1466000,Karenia brevis,HABW161117-031,Siesta Beach,2016-11-14T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.51710662833041,27.218424958711214,23446,27.21843,-82.51711,23600000,Karenia brevis,HABW161117-032,Turtle Beach,2016-11-14T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.471216644792065,27.123314981509168,23447,27.12332,-82.47122,1538000,Karenia brevis,HABW161117-033,Nokomis Beach,2016-11-14T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.468826645537632,27.113814982942063,23448,27.11382,-82.46883,3762000,Karenia brevis,HABW161117-034,North Jetty,2016-11-14T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.46088664874371,27.100334986960547,23449,27.10034,-82.46089,510000,Karenia brevis,HABW161117-035,Venice Beach,2016-11-14T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.452856651538085,27.078264990834917,23450,27.07827,-82.45286,26000,Karenia brevis,HABW161117-036,Service Club Park,2016-11-14T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.450896652453977,27.073494992455469,23451,27.0735,-82.4509,514000,Karenia brevis,HABW161117-037,Venice Fishing Pier,2016-11-14T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.447996652663278,27.066304994823842,23452,27.06631,-82.448,186000,Karenia brevis,HABW161117-038,Brohard Beach,2016-11-14T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.443596654994309,27.057024997142754,23453,27.05703,-82.4436,4014000,Karenia brevis,HABW161117-039,Caspersen Beach,2016-11-14T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.413116664690548,27.010305007360778,23454,27.01031,-82.41312,2168000,Karenia brevis,HABW161117-040,Manasota Beach,2016-11-14T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.385646674680643,26.963235017623294,23455,26.96324,-82.38565,1866000,Karenia brevis,HABW161117-041,Blind Pass Beach,2016-11-14T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.857396522131182,27.484044902063175,23456,27.48405,-82.8574,3000,Karenia brevis,HABW161118-002,"Anna Maria Island; 9.1 mi W of",2016-11-14T00:00:00.000Z,0.7,2017-04-24T00:00:00.000Z
-82.857396522131182,27.484044902063175,23457,27.48405,-82.8574,4000,Karenia brevis,HABW161118-003,"Anna Maria Island; 9.1 mi W of",2016-11-14T00:00:00.000Z,6.1,2017-04-24T00:00:00.000Z
-82.857396522131182,27.484044902063175,23458,27.48405,-82.8574,0,Karenia brevis,HABW161118-004,"Anna Maria Island; 9.1 mi W of",2016-11-14T00:00:00.000Z,12.3,2017-04-24T00:00:00.000Z
-82.857396522131182,27.484044902063175,23459,27.48405,-82.8574,5000,Karenia brevis,HABW161118-005,"Anna Maria Island; 9.1 mi W of",2016-11-14T00:00:00.000Z,0.7,2017-04-24T00:00:00.000Z
-83.111126444885258,27.630444873667201,23460,27.63045,-83.11113,0,Karenia brevis,HABW161118-006,"Mullet Key; 23 mi W of",2016-11-14T00:00:00.000Z,21.2,2017-04-24T00:00:00.000Z
-83.111126444885258,27.630444873667201,23461,27.63045,-83.11113,0,Karenia brevis,HABW161118-007,"Mullet Key; 23 mi W of",2016-11-14T00:00:00.000Z,10.6,2017-04-24T00:00:00.000Z
-83.111126444885258,27.630444873667201,23462,27.63045,-83.11113,0,Karenia brevis,HABW161118-008,"Mullet Key; 23 mi W of",2016-11-14T00:00:00.000Z,0.7,2017-04-24T00:00:00.000Z
-83.14008644440581,27.372354936725664,23463,27.37236,-83.14009,0,Karenia brevis,HABW161118-009,"Longboat Key; 31 mi W of",2016-11-14T00:00:00.000Z,28.9,2017-04-24T00:00:00.000Z
-83.14008644440581,27.372354936725664,23464,27.37236,-83.14009,0,Karenia brevis,HABW161118-010,"Longboat Key; 31 mi W of",2016-11-14T00:00:00.000Z,14.4,2017-04-24T00:00:00.000Z
-83.14008644440581,27.372354936725664,23465,27.37236,-83.14009,0,Karenia brevis,HABW161118-011,"Longboat Key; 31 mi W of",2016-11-14T00:00:00.000Z,0.7,2017-04-24T00:00:00.000Z
-83.39451636766691,27.516614907672523,23466,27.51662,-83.39452,0,Karenia brevis,HABW161118-012,"Anna Maria Island; 40 mi W of",2016-11-14T00:00:00.000Z,36.4,2017-04-24T00:00:00.000Z
-83.39451636766691,27.516614907672523,23467,27.51662,-83.39452,0,Karenia brevis,HABW161118-013,"Anna Maria Island; 40 mi W of",2016-11-14T00:00:00.000Z,18.2,2017-04-24T00:00:00.000Z
-83.39451636766691,27.516614907672523,23468,27.51662,-83.39452,0,Karenia brevis,HABW161118-014,"Anna Maria Island; 40 mi W of",2016-11-14T00:00:00.000Z,0.7,2017-04-24T00:00:00.000Z
-83.409996370204851,27.254824971181964,23469,27.25483,-83.41,0,Karenia brevis,HABW161118-015,"Siesta Key; 52 mi W of",2016-11-14T00:00:00.000Z,41.8,2017-04-24T00:00:00.000Z
-83.409996370204851,27.254824971181964,23470,27.25483,-83.41,0,Karenia brevis,HABW161118-016,"Siesta Key; 52 mi W of",2016-11-14T00:00:00.000Z,20.9,2017-04-24T00:00:00.000Z
-83.409996370204851,27.254824971181964,23471,27.25483,-83.41,0,Karenia brevis,HABW161118-017,"Siesta Key; 52 mi W of",2016-11-14T00:00:00.000Z,0.7,2017-04-24T00:00:00.000Z
-83.172946443799745,27.086645006701236,23472,27.08665,-83.17295,0,Karenia brevis,HABW161118-018,"Venice; 44 mi W of",2016-11-14T00:00:00.000Z,36.8,2017-04-24T00:00:00.000Z
-83.172946443799745,27.086645006701236,23473,27.08665,-83.17295,0,Karenia brevis,HABW161118-019,"Venice; 44 mi W of",2016-11-14T00:00:00.000Z,18.4,2017-04-24T00:00:00.000Z
-83.172946443799745,27.086645006701236,23474,27.08665,-83.17295,0,Karenia brevis,HABW161118-020,"Venice; 44 mi W of",2016-11-14T00:00:00.000Z,0.7,2017-04-24T00:00:00.000Z
-82.873656526440413,27.216454968240917,23475,27.21646,-82.87366,1000,Karenia brevis,HABW161118-021,"Siesta Key; 22 mi W of",2016-11-14T00:00:00.000Z,21,2017-04-24T00:00:00.000Z
-82.873656526440413,27.216454968240917,23476,27.21646,-82.87366,0,Karenia brevis,HABW161118-024,"Siesta Key; 22 mi W of",2016-11-14T00:00:00.000Z,10.5,2017-04-24T00:00:00.000Z
-82.873656526440413,27.216454968240917,23477,27.21646,-82.87366,0,Karenia brevis,HABW161118-025,"Siesta Key; 22 mi W of",2016-11-14T00:00:00.000Z,0.7,2017-04-24T00:00:00.000Z
-87.054245222846149,30.427466335955931,23478,30.427472,-87.05425,0,Karenia brevis,HABW161118-028,"White Point; 1.6 mi SE of (East Bay)",2016-11-14T00:00:00.000Z,0.5,2017-07-11T00:00:00.000Z
-82.184746793261567,24.64822859256606,23479,24.648233,-82.18475,0,Karenia brevis,HABW161121-018,"Marquesas Keys; 4.6 mi NW of",2016-11-14T00:00:00.000Z,0.5,2017-05-22T00:00:00.000Z
-82.184746793261567,24.64822859256606,23480,24.648233,-82.18475,0,Karenia brevis,HABW161121-019,"Marquesas Keys; 4.6 mi NW of",2016-11-14T00:00:00.000Z,9.5,2017-05-22T00:00:00.000Z
-80.104997374267725,25.641695297672953,23481,25.6417,-80.105,0,Karenia brevis,HABW161122-087,"Biscayne Key; 3.6 mi SE of",2016-11-14T00:00:00.000Z,0.5,2017-06-06T00:00:00.000Z
-80.379997308078515,25.009995464540776,23482,25.01,-80.38,333,Karenia brevis,HABW161122-088,"Molasses Reef Lighthouse; SW of",2016-11-14T00:00:00.000Z,0.5,2017-05-22T00:00:00.000Z
-80.379997308078515,25.009995464540776,23483,25.01,-80.38,0,Karenia brevis,HABW161122-089,"Molasses Reef Lighthouse; SW of",2016-11-14T00:00:00.000Z,32,2017-05-22T00:00:00.000Z
-80.756697203138884,24.82079552000706,23484,24.8208,-80.7567,0,Karenia brevis,HABW161122-090,"Craig Key; 1.1 mi S of",2016-11-14T00:00:00.000Z,0.5,2017-06-06T00:00:00.000Z
-82.781926535337931,27.782394827866618,23485,27.7824,-82.78193,2667,Karenia brevis,HABW161115-015,Johns Pass (Boca Ciega Bay),2016-11-15T00:00:00.000Z,0.5,2017-06-29T00:00:00.000Z
-81.804962859659938,26.338717158515148,23486,26.338722,-81.804966,0,Karenia brevis,HABW161115-032,Imperial River Boat Ramp,2016-11-15T00:00:00.000Z,0.5,2017-06-28T00:00:00.000Z
-82.710688557662252,27.715803842800376,23487,27.715809,-82.710692,67333,Karenia brevis,HABW161115-033,Isla del Sol (Boca Ciega Bay),2016-11-15T00:00:00.000Z,0.5,2017-06-28T00:00:00.000Z
-81.357897006722993,25.681695314341574,23488,25.6817,-81.3579,3000,Karenia brevis,HABW161116-009,"Pavilion Key; SW of",2016-11-15T00:00:00.000Z,0.2,2017-04-24T00:00:00.000Z
-81.385596999581622,25.661395319814087,23489,25.6614,-81.3856,11000,Karenia brevis,HABW161116-010,"Pavilion Key; 2.9 mi SW of",2016-11-15T00:00:00.000Z,0.2,2017-04-24T00:00:00.000Z
-81.42409698884191,25.637895326119196,23490,25.6379,-81.4241,9000,Karenia brevis,HABW161116-011,"Pavilion Key; 5.8 mi SW of",2016-11-15T00:00:00.000Z,0.2,2017-04-24T00:00:00.000Z
-81.473496974961236,25.616095333013426,23491,25.6161,-81.4735,153000,Karenia brevis,HABW161116-012,"Pavilion Key; 9.2 mi SW of",2016-11-15T00:00:00.000Z,0.2,2017-04-24T00:00:00.000Z
-82.258296718271581,26.711695077488962,23492,26.7117,-82.2583,1504333,Karenia brevis,HABW161116-013,Boca Grande Pass,2016-11-15T00:00:00.000Z,0.2,2017-03-29T00:00:00.000Z
-82.214496729920455,26.740645069328455,23493,26.74065,-82.2145,513333,Karenia brevis,HABW161116-014,"Cayo Pelau; 2 mi S of (Charlotte Harbor)",2016-11-15T00:00:00.000Z,0.2,2017-03-29T00:00:00.000Z
-82.209379730229358,26.782412058720301,23494,26.782417,-82.209383,409922,Karenia brevis,HABW161116-015,"Bull Key; NW of (Bull Bay)",2016-11-15T00:00:00.000Z,0.2,2017-03-29T00:00:00.000Z
-82.230996723649426,26.797995055508615,23495,26.798,-82.231,365817,Karenia brevis,HABW161116-016,"Sandfly Key; NE of (Gasparilla Sound)",2016-11-15T00:00:00.000Z,0.2,2017-03-29T00:00:00.000Z
-82.252596717351011,26.816395051368445,23496,26.8164,-82.2526,137643,Karenia brevis,HABW161116-017,"Catfish Creek; mouth of (Gasparilla Sound)",2016-11-15T00:00:00.000Z,0.2,2017-03-29T00:00:00.000Z
-82.279496708346855,26.838495046458057,23497,26.8385,-82.2795,1035217,Karenia brevis,HABW161116-018,"Garfield Court; SW of (Placida Harbor)",2016-11-15T00:00:00.000Z,0.2,2017-04-20T00:00:00.000Z
-82.349796685864106,26.930695025762457,23498,26.9307,-82.3498,2079000,Karenia brevis,HABW161116-019,"Tom Adams Bridge; S of (Lemon Bay)",2016-11-15T00:00:00.000Z,0.2,2017-04-20T00:00:00.000Z
-82.339329689548393,26.898662032509311,23499,26.898667,-82.339333,1308667,Karenia brevis,HABW161116-020,Stump Pass (Lemon Bay),2016-11-15T00:00:00.000Z,0.2,2017-04-20T00:00:00.000Z
-82.280496708429553,26.816162051664879,23500,26.816167,-82.2805,742333,Karenia brevis,HABW161116-021,Gasparilla Pass,2016-11-15T00:00:00.000Z,0.2,2017-04-20T00:00:00.000Z
-82.374696677592851,26.963235017623294,23501,26.96324,-82.3747,3631000,Karenia brevis,HABW161116-022,"Blind Pass Beach; E of (Lemon Bay)",2016-11-15T00:00:00.000Z,0.2,2017-04-20T00:00:00.000Z
-80.795514084793737,28.623644574263416,23502,28.62365,-80.795517,0,Karenia brevis,HABW161116-024,Parrish Park Boat Ramp (Indian River),2016-11-15T00:00:00.000Z,0.2,2017-06-30T00:00:00.000Z
-80.739097104665206,28.526404596524948,23503,28.52641,-80.7391,0,Karenia brevis,HABW161116-025,"NASA Causeway; SE side of (Indian River)",2016-11-15T00:00:00.000Z,0.2,2017-06-30T00:00:00.000Z
-80.662447130440611,28.401694624720577,23504,28.4017,-80.66245,0,Karenia brevis,HABW161116-026,Kelly Park (Banana River),2016-11-15T00:00:00.000Z,0.2,2017-06-30T00:00:00.000Z
-80.628437141955928,28.357127635001639,23505,28.357133,-80.62844,0,Karenia brevis,HABW161116-027,520 Slick Boat Ramp (Banana River),2016-11-15T00:00:00.000Z,0.2,2017-06-30T00:00:00.000Z
-80.614280147625735,28.309027645619398,23506,28.309033,-80.614283,0,Karenia brevis,HABW161116-028,Ramp Road Park Boat Ramp (Banana River),2016-11-15T00:00:00.000Z,0.2,2017-06-30T00:00:00.000Z
-80.62417715031728,28.132474689402954,23507,28.13248,-80.62418,0,Karenia brevis,HABW161116-029,Eau Gallie Pier (Indian River),2016-11-15T00:00:00.000Z,0.2,2017-06-30T00:00:00.000Z
-80.595047160798885,28.082444700351832,23508,28.08245,-80.59505,0,Karenia brevis,HABW161116-030,"Geiger Point; Melbourne Causeway at (Indian River)",2016-11-15T00:00:00.000Z,0.2,2017-06-30T00:00:00.000Z
-82.094596767165626,26.667795083460902,23509,26.6678,-82.0946,13000,Karenia brevis,HABW161116-031,Ben Coleman Keys (Matlacha Pass),2016-11-15T00:00:00.000Z,1,2017-03-29T00:00:00.000Z
-82.070396776842259,26.562695109416381,23510,26.5627,-82.0704,0,Karenia brevis,HABW161116-032,"Deer Stop Keys; SW of (Matlacha Pass)",2016-11-15T00:00:00.000Z,1.1,2017-03-29T00:00:00.000Z
-82.074196773563258,26.624995093570305,23511,26.625,-82.0742,0,Karenia brevis,HABW161116-033,"Porpoise Point Island; SW of (Matlacha Pass)",2016-11-15T00:00:00.000Z,1.2,2017-03-29T00:00:00.000Z
-82.826696512854767,28.058594763558443,23512,28.0586,-82.8267,0,Karenia brevis,HABW161116-036,"Honeymoon Island State Park; South Beach",2016-11-15T00:00:00.000Z,0.5,2018-03-26T00:00:00.000Z
-80.634937146535947,28.171544680218666,23513,28.17155,-80.63494,0,Karenia brevis,HABW161117-002,"Horse Creek; 0.6 mi NE of (Indian River)",2016-11-15T00:00:00.000Z,0.5,2017-06-19T00:00:00.000Z
-80.726717112714311,28.375364633344709,23514,28.37537,-80.72672,0,Karenia brevis,HABW161117-003,"Magnolia Point; SE of (Indian River)",2016-11-15T00:00:00.000Z,0.5,2017-06-19T00:00:00.000Z
-82.577896607262005,27.331594932353802,23515,27.3316,-82.5779,336000,Karenia brevis,HABW161117-042,Bay Dock (Sarasota Bay),2016-11-15T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.579376606845415,27.33374493184111,23516,27.33375,-82.57938,137000,Karenia brevis,HABW161117-043,New Pass Dock (Sarasota Bay),2016-11-15T00:00:00.000Z,0.5,2017-04-24T00:00:00.000Z
-82.747329506798238,28.912161557123937,23517,28.912167,-82.747333,0,Karenia brevis,HABW161118-026,"Shell Island; 2.9 mi W of",2016-11-15T00:00:00.000Z,0.5,2017-07-11T00:00:00.000Z
-82.752829507702259,28.836161576000244,23518,28.836167,-82.752833,0,Karenia brevis,HABW161118-027,"Grey Mare Pass; 1 mi W of",2016-11-15T00:00:00.000Z,0.5,2017-07-11T00:00:00.000Z
-87.122051202250205,30.466827329569085,23519,30.466833,-87.122056,0,Karenia brevis,HABW161118-029,"Hernandez Point; 1.7 mi NW of (Escambia Bay)",2016-11-15T00:00:00.000Z,0.5,2017-07-11T00:00:00.000Z
-82.359546681954328,26.945962021834191,23520,26.945967,-82.35955,757617,Karenia brevis,HABW161118-040,"Thunder Marine; W of (Lemon Bay)",2016-11-15T00:00:00.000Z,0.5,2017-07-05T00:00:00.000Z
-82.247979719947082,26.766528063232581,23521,26.766533,-82.247983,1066667,Karenia brevis,HABW161118-041,"Three Sisters Island; E of (Gasparilla Sound)",2016-11-15T00:00:00.000Z,0.5,2017-07-05T00:00:00.000Z
-82.300763701962524,26.84671204414504,23522,26.846717,-82.300767,3072333,Karenia brevis,HABW161118-042,"Rambler Hole; W of (Gasparilla Sound)",2016-11-15T00:00:00.000Z,0.5,2017-07-05T00:00:00.000Z
-82.174996739679159,26.80787805100077,23523,26.807883,-82.175,0,Karenia brevis,HABW161118-043,Cape Haze Aquatic Preserve (Turtle Bay),2016-11-15T00:00:00.000Z,0.5,2017-07-06T00:00:00.000Z
-82.268329712422414,26.824995049237611,23524,26.825,-82.268333,555211,Karenia brevis,HABW161118-044,"Boca Grande Causeway; E of (Gasparilla Sound)",2016-11-15T00:00:00.000Z,0.5,2017-07-06T00:00:00.000Z
-82.271129710857352,26.827662048366392,23525,26.827667,-82.271133,3678200,Karenia brevis,HABW161118-045,"Boca Grande Causeway; W of (Gasparilla Sound)",2016-11-15T00:00:00.000Z,0.5,2017-07-06T00:00:00.000Z
-82.905726525813932,26.935185036870426,23526,26.93519,-82.90573,0,Karenia brevis,HABW161118-047,"Manasota Key; 33 mi W of",2016-11-15T00:00:00.000Z,0.7,2017-04-24T00:00:00.000Z
-82.905726525813932,26.935185036870426,23527,26.93519,-82.90573,0,Karenia brevis,HABW161118-048,"Manasota Key; 33 mi W of",2016-11-15T00:00:00.000Z,14,2017-04-24T00:00:00.000Z
-82.905726525813932,26.935185036870426,23528,26.93519,-82.90573,0,Karenia brevis,HABW161118-049,"Manasota Key; 33 mi W of",2016-11-15T00:00:00.000Z,18.1,2017-04-24T00:00:00.000Z
-83.165936453056517,26.815805073245592,23529,26.81581,-83.16594,0,Karenia brevis,HABW161118-050,"Little Gasparilla Island; 54 mi W of",2016-11-15T00:00:00.000Z,0.7,2017-04-24T00:00:00.000Z
-83.165936453056517,26.815805073245592,23530,26.81581,-83.16594,0,Karenia brevis,HABW161118-051,"Little Gasparilla Island; 54 mi W of",2016-11-15T00:00:00.000Z,20.6,2017-04-24T00:00:00.000Z
-83.165936453056517,26.815805073245592,23531,26.81581,-83.16594,0,Karenia brevis,HABW161118-052,"Little Gasparilla Island; 54 mi W of",2016-11-15T00:00:00.000Z,41.2,2017-04-24T00:00:00.000Z
-82.939176524313439,26.658595105640075,23532,26.6586,-82.93918,0,Karenia brevis,HABW161118-053,"Cayo Costa; 43 mi W of",2016-11-15T00:00:00.000Z,0.7,2017-04-24T00:00:00.000Z
-82.939176524313439,26.658595105640075,23533,26.6586,-82.93918,0,Karenia brevis,HABW161118-054,"Cayo Costa; 43 mi W of",2016-11-15T00:00:00.000Z,16.6,2017-04-24T00:00:00.000Z
-82.939176524313439,26.658595105640075,23534,26.6586,-82.93918,0,Karenia brevis,HABW161118-055,"Cayo Costa; 43 mi W of",2016-11-15T00:00:00.000Z,33.3,2017-04-24T00:00:00.000Z
-82.682706601602234,26.494855140069394,23535,26.49486,-82.68271,22000,Karenia brevis,HABW161118-056,"Captiva Island; 31 mi W of",2016-11-15T00:00:00.000Z,0.7,2017-04-24T00:00:00.000Z
-82.682706601602234,26.494855140069394,23536,26.49486,-82.68271,29000,Karenia brevis,HABW161118-057,"Captiva Island; 31 mi W of",2016-11-15T00:00:00.000Z,12.8,2017-04-24T00:00:00.000Z
-82.682706601602234,26.494855140069394,23537,26.49486,-82.68271,11000,Karenia brevis,HABW161118-058,"Captiva Island; 31 mi W of",2016-11-15T00:00:00.000Z,25.7,2017-04-24T00:00:00.000Z
-82.413516676401713,26.614475104164267,23538,26.61448,-82.41352,0,Karenia brevis,HABW161118-059,"Captiva Pass; 12 mi W of",2016-11-15T00:00:00.000Z,0.7,2017-04-24T00:00:00.000Z
-82.413516676401713,26.614475104164267,23539,26.61448,-82.41352,0,Karenia brevis,HABW161118-060,"Captiva Pass; 12 mi W of",2016-11-15T00:00:00.000Z,7.4,2017-04-24T00:00:00.000Z
-82.413516676401713,26.614475104164267,23540,26.61448,-82.41352,1000,Karenia brevis,HABW161118-061,"Captiva Pass; 12 mi W of",2016-11-15T00:00:00.000Z,14.9,2017-04-24T00:00:00.000Z
-82.641556605610006,26.781105069589994,23541,26.78111,-82.64156,0,Karenia brevis,HABW161118-062,"Boca Grande; 23 mi W of",2016-11-15T00:00:00.000Z,0.7,2017-04-24T00:00:00.000Z
-82.641556605610006,26.781105069589994,23542,26.78111,-82.64156,0,Karenia brevis,HABW161118-063,"Boca Grande; 23 mi W of",2016-11-15T00:00:00.000Z,10.8,2017-04-24T00:00:00.000Z
-82.641556605610006,26.781105069589994,23543,26.78111,-82.64156,0,Karenia brevis,HABW161118-064,"Boca Grande; 23 mi W of",2016-11-15T00:00:00.000Z,21.7,2017-04-24T00:00:00.000Z
-82.631716601023257,27.053085002622144,23544,27.05309,-82.63172,0,Karenia brevis,HABW161118-065,"South Venice; 12 mi W of",2016-11-15T00:00:00.000Z,0.7,2017-04-24T00:00:00.000Z
-82.631716601023257,27.053085002622144,23545,27.05309,-82.63172,0,Karenia brevis,HABW161118-066,"South Venice; 12 mi W of",2016-11-15T00:00:00.000Z,7.8,2017-04-24T00:00:00.000Z
-82.631716601023257,27.053085002622144,23546,27.05309,-82.63172,0,Karenia brevis,HABW161118-067,"South Venice; 12 mi W of",2016-11-15T00:00:00.000Z,15.5,2017-04-24T00:00:00.000Z
-82.631716601023257,27.053085002622144,23547,27.05309,-82.63172,0,Karenia brevis,HABW161118-068,"South Venice; 12 mi W of",2016-11-15T00:00:00.000Z,0.7,2017-04-24T00:00:00.000Z
-82.865029597830187,24.625045611247184,23548,24.62505,-82.865033,0,Karenia brevis,HABW161121-020,"Long Key; W of",2016-11-15T00:00:00.000Z,0.1,2017-05-22T00:00:00.000Z
-82.865029597830187,24.625045611247184,23549,24.62505,-82.865033,0,Karenia brevis,HABW161121-021,"Long Key; W of",2016-11-15T00:00:00.000Z,0.3,2017-05-22T00:00:00.000Z
-80.859997174402267,24.788295530854917,23550,24.7883,-80.86,333,Karenia brevis,HABW161122-091,"Conch Key; 1.5 mi E of",2016-11-15T00:00:00.000Z,0.5,2017-06-06T00:00:00.000Z
-81.413297019389717,24.538295605810671,23551,24.5383,-81.4133,0,Karenia brevis,HABW161122-092,"Looe Key; SW of",2016-11-15T00:00:00.000Z,0.5,2017-05-22T00:00:00.000Z
-81.413297019389717,24.538295605810671,23552,24.5383,-81.4133,333,Karenia brevis,HABW161122-093,"Looe Key; SW of",2016-11-15T00:00:00.000Z,10.2,2017-05-22T00:00:00.000Z
-81.71699693176879,24.477995627510857,23553,24.478,-81.717,1000,Karenia brevis,HABW161122-094,"Boca Chia Key; 5.4 mi S of",2016-11-15T00:00:00.000Z,0.5,2017-05-22T00:00:00.000Z
-81.827996898728273,24.536795614240905,23554,24.5368,-81.828,0,Karenia brevis,HABW161122-096,"Key West; 1.2 mi SW of",2016-11-15T00:00:00.000Z,0.5,2017-05-22T00:00:00.000Z
-80.669727130503716,28.319624645213374,23555,28.31963,-80.66973,0,Karenia brevis,HABW161117-004,"Pullman Point; 1 mi S of (Newfound Harbor)",2016-11-16T00:00:00.000Z,0.5,2017-06-19T00:00:00.000Z
